timestamp,model_id,task,dataset_split,seq_len,batch_size,dtype,method,qkv_mode,rank,budget,backend,stage,seed,metric_name,metric_value,notes
2026-03-05T00:14:34,textattack/bert-base-uncased-CoLA,cola,validation,512,32,bf16,svd,per_head,,,naive,compress_eval,42,matthews_correlation,0.021226,stage=no_finetune
2026-03-05T00:14:34,textattack/bert-base-uncased-CoLA,cola,validation,512,32,bf16,svd,per_head,,,sdpa,compress_eval,42,matthews_correlation,0.021226,stage=no_finetune sdpa_path=flash
2026-03-05T00:14:34,textattack/bert-base-uncased-CoLA,cola,validation,512,32,bf16,svd,per_head,,,flashsvd,compress_eval,42,matthews_correlation,0.020807,stage=no_finetune
2026-03-05T00:14:34,textattack/bert-base-uncased-CoLA,cola,validation,512,32,bf16,svd,per_head,,,flashsvd15,compress_eval,42,matthews_correlation,0.016526,stage=no_finetune
2026-03-05T00:14:58,textattack/bert-base-uncased-SST-2,sst2,validation,512,32,bf16,svd,per_head,,,naive,compress_eval,42,accuracy,0.712156,stage=no_finetune
2026-03-05T00:14:58,textattack/bert-base-uncased-SST-2,sst2,validation,512,32,bf16,svd,per_head,,,sdpa,compress_eval,42,accuracy,0.712156,stage=no_finetune sdpa_path=flash
2026-03-05T00:14:58,textattack/bert-base-uncased-SST-2,sst2,validation,512,32,bf16,svd,per_head,,,flashsvd,compress_eval,42,accuracy,0.715596,stage=no_finetune
2026-03-05T00:14:58,textattack/bert-base-uncased-SST-2,sst2,validation,512,32,bf16,svd,per_head,,,flashsvd15,compress_eval,42,accuracy,0.712156,stage=no_finetune
2026-03-05T00:15:18,textattack/bert-base-uncased-MRPC,mrpc,validation,512,32,bf16,svd,per_head,,,naive,compress_eval,42,f1,0.000000,stage=no_finetune
2026-03-05T00:15:18,textattack/bert-base-uncased-MRPC,mrpc,validation,512,32,bf16,svd,per_head,,,sdpa,compress_eval,42,f1,0.000000,stage=no_finetune sdpa_path=flash
2026-03-05T00:15:18,textattack/bert-base-uncased-MRPC,mrpc,validation,512,32,bf16,svd,per_head,,,flashsvd,compress_eval,42,f1,0.000000,stage=no_finetune
2026-03-05T00:15:18,textattack/bert-base-uncased-MRPC,mrpc,validation,512,32,bf16,svd,per_head,,,flashsvd15,compress_eval,42,f1,0.000000,stage=no_finetune
2026-03-05T00:19:55,textattack/bert-base-uncased-QQP,qqp,validation,512,32,bf16,svd,per_head,,,naive,compress_eval,42,f1,0.167180,stage=no_finetune
2026-03-05T00:19:55,textattack/bert-base-uncased-QQP,qqp,validation,512,32,bf16,svd,per_head,,,sdpa,compress_eval,42,f1,0.167180,stage=no_finetune sdpa_path=flash
2026-03-05T00:19:55,textattack/bert-base-uncased-QQP,qqp,validation,512,32,bf16,svd,per_head,,,flashsvd,compress_eval,42,f1,0.166628,stage=no_finetune
2026-03-05T00:19:55,textattack/bert-base-uncased-QQP,qqp,validation,512,32,bf16,svd,per_head,,,flashsvd15,compress_eval,42,f1,0.166880,stage=no_finetune
2026-03-05T00:21:16,textattack/bert-base-uncased-MNLI,mnli,validation,512,32,bf16,svd,per_head,,,naive,compress_eval,42,accuracy,0.372491,stage=no_finetune
2026-03-05T00:21:16,textattack/bert-base-uncased-MNLI,mnli,validation,512,32,bf16,svd,per_head,,,sdpa,compress_eval,42,accuracy,0.372491,stage=no_finetune sdpa_path=flash
2026-03-05T00:21:16,textattack/bert-base-uncased-MNLI,mnli,validation,512,32,bf16,svd,per_head,,,flashsvd,compress_eval,42,accuracy,0.373204,stage=no_finetune
2026-03-05T00:21:16,textattack/bert-base-uncased-MNLI,mnli,validation,512,32,bf16,svd,per_head,,,flashsvd15,compress_eval,42,accuracy,0.373510,stage=no_finetune
2026-03-05T00:22:09,textattack/bert-base-uncased-QNLI,qnli,validation,512,32,bf16,svd,per_head,,,naive,compress_eval,42,accuracy,0.547135,stage=no_finetune
2026-03-05T00:22:09,textattack/bert-base-uncased-QNLI,qnli,validation,512,32,bf16,svd,per_head,,,sdpa,compress_eval,42,accuracy,0.547135,stage=no_finetune sdpa_path=flash
2026-03-05T00:22:09,textattack/bert-base-uncased-QNLI,qnli,validation,512,32,bf16,svd,per_head,,,flashsvd,compress_eval,42,accuracy,0.547501,stage=no_finetune
2026-03-05T00:22:09,textattack/bert-base-uncased-QNLI,qnli,validation,512,32,bf16,svd,per_head,,,flashsvd15,compress_eval,42,accuracy,0.546769,stage=no_finetune
2026-03-05T00:22:28,textattack/bert-base-uncased-RTE,rte,validation,512,32,bf16,svd,per_head,,,naive,compress_eval,42,accuracy,0.472924,stage=no_finetune
2026-03-05T00:22:28,textattack/bert-base-uncased-RTE,rte,validation,512,32,bf16,svd,per_head,,,sdpa,compress_eval,42,accuracy,0.472924,stage=no_finetune sdpa_path=flash
2026-03-05T00:22:28,textattack/bert-base-uncased-RTE,rte,validation,512,32,bf16,svd,per_head,,,flashsvd,compress_eval,42,accuracy,0.472924,stage=no_finetune
2026-03-05T00:22:28,textattack/bert-base-uncased-RTE,rte,validation,512,32,bf16,svd,per_head,,,flashsvd15,compress_eval,42,accuracy,0.472924,stage=no_finetune
